ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
305,NEEDLE,11,SPARE PARTS,771033,21-Jul-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,780,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,771213,22-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,43.5,,,,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,330,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,771442,24-Jul-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,810,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,771442,24-Jul-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,730,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,771497,24-Jul-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,730,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,771498,24-Jul-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,43.5,,,,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,320,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,771615,24-Jul-20,,,90202,90202,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,730,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,771698,24-Jul-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,730,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,771766,24-Jul-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,730,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,771766,24-Jul-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,21,,,,,10,20150,20150,NEEDLE DC # 27 NO 11 EX 3216 (Consumable-Local),PCS,210,240,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,772337,27-Jul-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,14,,,FOR STITCHING,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,710,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,772476,27-Jul-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,710,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,772476,27-Jul-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,800,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,772551,28-Jul-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,700,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,772610,28-Jul-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,43.5,,,,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,310,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,772728,30-Jul-20,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,21,,,,,20,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,420,770,,,,,50,840,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,772728,30-Jul-20,,,90217,90217,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Sewing-General,,,14,,,,,30,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,420,650,,,,,50,840,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,772867,29-Jul-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,43.5,,,FOR STITCHING,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,300,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,772876,29-Jul-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,14,,,FOR STITCHING,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,690,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,773146,30-Jul-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,14,,,FOR STITCHING,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,650,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,773167,30-Jul-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,21,,,FOR STITCHING,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,770,,,,,10,210,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,773210,30-Jul-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,21,,,,,10,20150,20150,NEEDLE DC # 27 NO 11 EX 3216 (Consumable-Local),PCS,210,230,,,,,10,210,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,773257,30-Jul-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,43.5,,,FOR STITCHING,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,290,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,773797,04-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,640,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,773797,04-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,760,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,773960,05-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,620,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,773994,05-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,620,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,774224,06-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,14,,,FOR STITCHING,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,610,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,774371,07-Aug-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,43.5,,,,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,270,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,774508,07-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,590,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,774509,07-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,590,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,774541,07-Aug-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,43.5,,,,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,270,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,774698,08-Aug-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,43.5,,,FOR STITCHING,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,260,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,774729,08-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,21,,,FOR STITCHING,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,740,,,,,10,210,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,774804,10-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,570,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,774859,08-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,580,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,774859,08-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,740,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,774983,10-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,730,,,,,10,210,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775044,10-Aug-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,43.5,,,FOR STITCHING,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,250,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775245,11-Aug-20,,,40474,40474,YTML-Stitching-YTM-07-General-Sewing-General,,,21,,,,,20,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,420,710,,,,,30,560,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775245,11-Aug-20,,,40474,40474,YTML-Stitching-YTM-07-General-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,560,,,,,30,560,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775382,12-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,540,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775382,12-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,700,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775413,12-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,540,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775417,12-Aug-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,43.5,,,,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,220,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775542,12-Aug-20,,,90177,90177,YTML-Stitching-YTM-07 - Stitching-QUILTING-Single Needle,,,43.5,,,,,20,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,870,220,,,,,20,870,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775620,19-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,14,,,,,10,46682,46682,NEEDLE DP-5 NO 16 (GROZ BECKERT) T/N (Consumable-Local),PCS,140,1240,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775822,13-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,670,,,,,10,210,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775828,13-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,480,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775864,13-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,670,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775864,13-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,480,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775981,13-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,670,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775981,13-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,480,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775988,13-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,14,,,,,30,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,420,480,,,,,30,420,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,775994,17-Aug-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,43.5,,,,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,200,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776154,17-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,430,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776213,17-Aug-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,430,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776255,17-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,430,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776255,17-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,640,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776302,17-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,25.5,,,,,10,20252,20252,NEEDLE TQ # 1 NO 16 (BUTTON MACHIN (Consumable-Local),PCS,255,330,,,,,10,255,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776531,17-Aug-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,43.5,,,,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,200,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776532,17-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,640,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776532,17-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,430,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776644,17-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,25.5,,,,,10,20252,20252,NEEDLE TQ # 1 NO 16 (BUTTON MACHIN (Consumable-Local),PCS,255,330,,,,,30,605,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776644,17-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,640,,,,,30,605,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776644,17-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,430,,,,,30,605,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776905,18-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,420,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,776905,18-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,630,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777016,19-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,43.5,,,,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,190,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777182,20-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,400,,,,,20,395,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777182,20-Aug-20,,,90192,90192,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-General,,,25.5,,,,,10,20252,20252,NEEDLE TQ # 1 NO 16 (BUTTON MACHIN (Consumable-Local),PCS,255,320,,,,,20,395,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777335,20-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,400,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777375,20-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,43.5,,,,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,180,,,,,10,435,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777656,21-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,620,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777656,21-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,390,,,,,20,350,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777660,21-Aug-20,,,90175,90175,YTML-Stitching-YTM-07-General-Cutting-General,,,14,,,,,10,46682,46682,NEEDLE DP-5 NO 16 (GROZ BECKERT) T/N (Consumable-Local),PCS,140,1230,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777801,22-Aug-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,43.5,,,,,10,20161,20161,NEEDLE DP-5 130/21 (DELTA) (Consumable-Local),PCS,435,670,,,,,20,575,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777801,22-Aug-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,350,,,,,20,575,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777830,22-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,14,,,,,10,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,140,350,,,,,10,140,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777960,22-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,21,,,,,30,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,630,590,,,,,50,910,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,777960,22-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,14,,,,,20,46681,46681,NEEDLE DB # 1 NO 16 (GROZ BECKERT) (Consumable-Local),PCS,280,350,,,,,50,910,,38086160.02,,,783755340.3,
305,NEEDLE,11,SPARE PARTS,778142,24-Aug-20,,,90187,90187,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-General,,,21,,,,,10,20148,20148,NEEDLE DC # 27 # 16 GROZ BECKERT (G (Consumable-Local),PCS,210,570,,,,,20,350,,38086160.02,,,783755340.3,
